,DialfaceID,Equi,Hourlines,ObjID,ObjectType,Ornaments,SD-Prinzip,SuSo,Tageslängendreieck,Tagesmarkierungen: Equi - SuSo,Tagesmarkierungen: WiSo - Equi,Tuff mit Stuck,WiSo,Zusatzlinien: Equi - SuSo,Zusatzlinien: WiSo - Equi,Zwischenraumbeschriftung,weitere Astro Beschriftung
0,97,"{'ErhaltungName': 'big fragment(s)', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '4'}","{'HL 5': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 6': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 3': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 4': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 11': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 1': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 7': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 2': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 9': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 8': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 10': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}}",100,"{'ObjTypeName': 'Box - 1:1', 'ObjTypeID': '1'}","{'1': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Plane West'}, '5': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Position East'}, '10': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: FrontLP Ornament West'}, '7': {'Type': 'concave ', 'TypeID': '6', 'Place': 'Box: Übergang Front UP - Front LP'}, '8': {'Type': 'concave ', 'TypeID': '6', 'Place': 'Box: FrontLP Fläche'}, '9': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontLP Mittelornament'}, '13': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Sockelkante Mittelornament'}, '4': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Position West'}, '3': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Limbus'}, '11': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: FrontLP Ornament East'}, '14': {'Type': 'plinth for legs', 'TypeID': '104', 'Place': 'Box: Sockelkante Ornament West'}, '2': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Plane East'}, '12': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Sockelkante Fläche'}, '6': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP Position Mitte'}, '15': {'Type': 'plinth for legs', 'TypeID': '104', 'Place': 'Box: Sockelkante Ornament East'}}","{'PrinzipName': 'gnomon', 'PrinzipID': '1'}","{'ErhaltungName': 'well preserved with broken edge(s)', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '3'}","{'Type': 'no', 'ID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}",no,"{'ErhaltungName': '(area) destroyed', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '12'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '1'}","{'Type': 'no', 'ID': '1'}"
1,100,"{'ErhaltungName': '(almost) completely preserved', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '1'}","{'HL 5': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 6': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 3': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 4': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 11': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 1': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 7': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 2': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 9': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 8': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 10': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}}",103,"{'ObjTypeName': 'Box - niedrig', 'ObjTypeID': '3'}","{'1': {'Type': 'plain with square indentation', 'TypeID': '52', 'Place': 'Box: Plane West'}, '5': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: FrontUP - Position East'}, '10': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: FrontLP Ornament West'}, '7': {'Type': 'T: curve following the conus shape ', 'TypeID': '27', 'Place': 'Box: Übergang Front UP - Front LP'}, '8': {'Type': 'concave ', 'TypeID': '6', 'Place': 'Box: FrontLP Fläche'}, '9': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontLP Mittelornament'}, '13': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Sockelkante Mittelornament'}, '4': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: FrontUP - Position West'}, '3': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Limbus'}, '11': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: FrontLP Ornament East'}, '14': {'Type': 'plinth for legs', 'TypeID': '104', 'Place': 'Box: Sockelkante Ornament West'}, '2': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Plane East'}, '12': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Sockelkante Fläche'}, '6': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP Position Mitte'}, '15': {'Type': 'plinth for legs', 'TypeID': '104', 'Place': 'Box: Sockelkante Ornament East'}}","{'PrinzipName': 'gnomon', 'PrinzipID': '1'}","{'ErhaltungName': 'well preserved with broken edge(s)', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '3'}","{'Type': 'no', 'ID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}",no,"{'ErhaltungName': '(almost) completely preserved', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '1'}","{'Type': 'no', 'ID': '1'}"
2,102,"{'ErhaltungName': 'none', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '11'}","{'HL 5': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 6': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 3': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 4': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 11': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 1': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 7': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 2': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 9': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 8': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 10': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}}",105,"{'ObjTypeName': 'Box - niedrig', 'ObjTypeID': '3'}","{'1': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: Plane West'}, '5': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: FrontUP - Position East'}, '10': {'Type': ""leg: lion's foot"", 'TypeID': '62', 'Place': 'Box: FrontLP Ornament West'}, '7': {'Type': 'T: curve following the DF shape ', 'TypeID': '27', 'Place': 'Box: Übergang Front UP - Front LP'}, '8': {'Type': 'central part supporting the protruding DF, ending in cyma moulding, rest of plane concave', 'TypeID': '114', 'Place': 'Box: FrontLP Fläche'}, '9': {'Type': 'central part supporting the protruding DF, ending in cyma moulding, rest of plane concave', 'TypeID': '114', 'Place': 'Box: FrontLP Mittelornament'}, '13': {'Type': 'destroyed', 'TypeID': '3', 'Place': 'Box: Sockelkante Mittelornament'}, '4': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: FrontUP - Position West'}, '3': {'Type': 'not distinguishable', 'TypeID': '8', 'Place': 'Box: FrontUP - Limbus'}, '11': {'Type': ""leg: lion's foot"", 'TypeID': '62', 'Place': 'Box: FrontLP Ornament East'}, '14': {'Type': 'unknown', 'TypeID': '4', 'Place': 'Box: Sockelkante Ornament West'}, '2': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: Plane East'}, '12': {'Type': 'unknown', 'TypeID': '4', 'Place': 'Box: Sockelkante Fläche'}, '6': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP Position Mitte'}, '15': {'Type': 'unknown', 'TypeID': '4', 'Place': 'Box: Sockelkante Ornament East'}}","{'PrinzipName': 'gnomon', 'PrinzipID': '1'}","{'ErhaltungName': 'none', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '11'}","{'Type': 'no', 'ID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}",no,"{'ErhaltungName': 'none', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '11'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '1'}","{'Type': 'no', 'ID': '1'}"
3,103,"{'ErhaltungName': 'none', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '11'}","{'HL 5': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 6': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 3': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 4': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 11': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 1': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 7': {'ErhaltungName': 'big fragment(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 2': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 9': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 8': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}, 'HL 10': {'ErhaltungName': '(area) destroyed', 'EndeID': '3', 'MarkierungID': '1', 'EndeName': 'area destroyed', 'MarkierungName': 'none', 'ErhaltungID': '12'}}",106,"{'ObjTypeName': 'Box - 1:1', 'ObjTypeID': '1'}","{'1': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Plane West'}, '5': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: FrontUP - Position East'}, '10': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: FrontLP Ornament West'}, '7': {'Type': 'T: curve following the DF shape ', 'TypeID': '27', 'Place': 'Box: Übergang Front UP - Front LP'}, '8': {'Type': 'concave ', 'TypeID': '6', 'Place': 'Box: FrontLP Fläche'}, '9': {'Type': 'inscription: greek', 'TypeID': '36', 'Place': 'Box: FrontLP Mittelornament'}, '13': {'Type': 'destroyed', 'TypeID': '3', 'Place': 'Box: Sockelkante Mittelornament'}, '4': {'Type': 'leg: animal leg ', 'TypeID': '69', 'Place': 'Box: FrontUP - Position West'}, '3': {'Type': 'limbus: protruding lip seaming the curve of the DF', 'TypeID': '88', 'Place': 'Box: FrontUP - Limbus'}, '11': {'Type': ""leg: lion's leg"", 'TypeID': '60', 'Place': 'Box: FrontLP Ornament East'}, '14': {'Type': 'destroyed', 'TypeID': '3', 'Place': 'Box: Sockelkante Ornament West'}, '2': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Plane East'}, '12': {'Type': 'unknown', 'TypeID': '4', 'Place': 'Box: Sockelkante Fläche'}, '6': {'Type': 'inscription: greek', 'TypeID': '36', 'Place': 'Box: FrontUP Position Mitte'}, '15': {'Type': 'destroyed', 'TypeID': '3', 'Place': 'Box: Sockelkante Ornament East'}}","{'PrinzipName': 'gnomon', 'PrinzipID': '1'}","{'ErhaltungName': 'none', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '11'}","{'Type': 'no', 'ID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}",no,"{'ErhaltungName': 'none', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '11'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '1'}","{'Type': 'no', 'ID': '1'}"
4,104,"{'ErhaltungName': '(almost) completely preserved', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '1'}","{'HL 5': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 6': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 3': {'ErhaltungName': 'big fragment(s)', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '4'}, 'HL 4': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 11': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 1': {'ErhaltungName': 'well preserved with broken edge(s)', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '3'}, 'HL 7': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 2': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 9': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 8': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 10': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '1', 'MarkierungID': '1', 'EndeName': 'ends at WiSo', 'MarkierungName': 'none', 'ErhaltungID': '1'}}",107,"{'ObjTypeName': 'Box - niedrig', 'ObjTypeID': '3'}","{'1': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Plane West'}, '5': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Position East'}, '10': {'Type': ""leg: lion's foot"", 'TypeID': '62', 'Place': 'Box: FrontLP Ornament West'}, '7': {'Type': 'concave ', 'TypeID': '6', 'Place': 'Box: Übergang Front UP - Front LP'}, '8': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontLP Fläche'}, '9': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontLP Mittelornament'}, '13': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Sockelkante Mittelornament'}, '4': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Position West'}, '3': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Limbus'}, '11': {'Type': ""leg: lion's foot"", 'TypeID': '62', 'Place': 'Box: FrontLP Ornament East'}, '14': {'Type': 'plinth for legs', 'TypeID': '104', 'Place': 'Box: Sockelkante Ornament West'}, '2': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Plane East'}, '12': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: Sockelkante Fläche'}, '6': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP Position Mitte'}, '15': {'Type': 'plinth for legs', 'TypeID': '104', 'Place': 'Box: Sockelkante Ornament East'}}","{'PrinzipName': 'gnomon', 'PrinzipID': '1'}","{'ErhaltungName': '(almost) completely preserved', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '1'}","{'Type': 'no', 'ID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}",no,"{'ErhaltungName': '(almost) completely preserved', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '1'}","{'Type': 'no', 'ID': '1'}"
5,105,"{'ErhaltungName': '(almost) completely preserved', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '1'}","{'HL 5': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 6': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 3': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 4': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 11': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 1': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 7': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 2': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 9': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 8': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}, 'HL 10': {'ErhaltungName': '(almost) completely preserved', 'EndeID': '4', 'MarkierungID': '1', 'EndeName': 'ends at gnomnom/upper edge', 'MarkierungName': 'none', 'ErhaltungID': '1'}}",108,"{'ObjTypeName': 'Box - 1:1', 'ObjTypeID': '1'}","{'1': {'Type': 'human: head of Athena', 'TypeID': '46', 'Place': 'Box: Plane West'}, '5': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Position East'}, '10': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: FrontLP Ornament West'}, '7': {'Type': 'concave ', 'TypeID': '6', 'Place': 'Box: Übergang Front UP - Front LP'}, '8': {'Type': 'concave ', 'TypeID': '6', 'Place': 'Box: FrontLP Fläche'}, '9': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontLP Mittelornament'}, '13': {'Type': 'i', 'TypeID': '47', 'Place': 'Box: Sockelkante Mittelornament'}, '4': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Position West'}, '3': {'Type': 'empty', 'TypeID': '1', 'Place': 'Box: FrontUP - Limbus'}, '11': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: FrontLP Ornament East'}, '14': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: Sockelkante Ornament West'}, '2': {'Type': 'human: head of Dionysos', 'TypeID': '39', 'Place': 'Box: Plane East'}, '12': {'Type': 'chiseled off ', 'TypeID': '57', 'Place': 'Box: Sockelkante Fläche'}, '6': {'Type': 'round indentation', 'TypeID': '51', 'Place': 'Box: FrontUP Position Mitte'}, '15': {'Type': 'leg: cyma reversa profile', 'TypeID': '64', 'Place': 'Box: Sockelkante Ornament East'}}","{'PrinzipName': 'gnomon', 'PrinzipID': '1'}","{'ErhaltungName': 'none', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '11'}","{'Type': 'no', 'ID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}",no,"{'ErhaltungName': '(almost) completely preserved', 'BeschriftungID': '1', 'BeschriftungName': 'none', 'ErhaltungID': '1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '-1'}","{'Type': 'none', 'ID': '1'}","{'Type': 'no', 'ID': '1'}"
